Date,Open,High,Low,Close,Adj Close,Volume
2023-01-02,34.220001220703125,34.220001220703125,32.900001525878906,33.2599983215332,30.695690155029297,11778500
2023-01-03,33.2599983215332,33.400001525878906,32.41999816894531,32.63999938964844,30.123493194580078,10773700
2023-01-04,32.83000183105469,33.2599983215332,32.560001373291016,33.060001373291016,30.511112213134766,9759500
2023-01-05,33.290000915527344,34.7400016784668,33.08000183105469,34.56999969482422,31.90468978881836,16968800
2023-01-06,34.650001525878906,35.27000045776367,34.439998626708984,35.04999923706055,32.347686767578125,14752300
2023-01-09,34.72999954223633,35.04999923706055,34.47999954223633,34.709999084472656,32.033897399902344,10013600
2023-01-10,34.5,35.47999954223633,34.33000183105469,35.29999923706055,32.57841110229492,9654800
2023-01-11,35.29999923706055,35.849998474121094,35.060001373291016,35.79999923706055,33.039859771728516,14542400
2023-01-12,35.56999969482422,35.869998931884766,35.0099983215332,35.56999969482422,32.82759475708008,10086600
2023-01-13,35.5,35.849998474121094,34.95000076293945,35.650001525878906,32.90142822265625,10043500
2023-01-16,35.65999984741211,36.119998931884766,35.31999969482422,35.61000061035156,32.8645133972168,9218900
2023-01-17,35.790000915527344,37.70000076293945,35.540000915527344,37.70000076293945,34.793373107910156,26060500
2023-01-18,38.04999923706055,38.869998931884766,37.88999938964844,38.2400016784668,35.291744232177734,23234600
2023-01-19,38.0,39.31999969482422,37.54999923706055,39.11000061035156,36.09466552734375,23412100
2023-01-20,39.209999084472656,40.29999923706055,39.11000061035156,40.06999969482422,36.980648040771484,30711200
2023-01-23,40.06999969482422,41.25,39.130001068115234,39.77000045776367,36.70377731323242,29114500
2023-01-24,39.77000045776367,40.38999938964844,39.279998779296875,39.56999969482422,36.519203186035156,16577900
2023-01-25,39.40999984741211,40.9900016784668,38.869998931884766,40.650001525878906,37.515933990478516,15233000
2023-01-26,40.779998779296875,41.47999954223633,40.56999969482422,40.630001068115234,37.49747085571289,13150700
2023-01-27,40.91999816894531,40.959999084472656,39.689998626708984,40.18000030517578,37.08216857910156,12428300
2023-01-30,40.400001525878906,40.90999984741211,40.060001373291016,40.810001373291016,37.66359329223633,14247900
2023-01-31,40.95000076293945,41.20000076293945,40.41999816894531,40.70000076293945,37.56207275390625,14784600
2023-02-01,40.75,41.04999923706055,39.849998474121094,40.209999084472656,37.1098518371582,13155700
2023-02-02,40.0099983215332,41.150001525878906,39.25,39.45000076293945,36.408447265625,18524300
2023-02-03,39.650001525878906,39.939998626708984,38.900001525878906,39.20000076293945,36.177730560302734,12167400
2023-02-06,39.06999969482422,39.720001220703125,38.619998931884766,39.41999816894531,36.380760192871094,13656900
2023-02-07,39.59000015258789,39.68000030517578,38.459999084472656,38.880001068115234,35.88239669799805,12441900
2023-02-08,39.16999816894531,39.95000076293945,38.90999984741211,39.79999923706055,36.731468200683594,22242800
2023-02-09,39.93000030517578,40.06999969482422,39.130001068115234,39.59000015258789,36.53764724731445,10654600
2023-02-10,39.349998474121094,40.61000061035156,38.939998626708984,40.369998931884766,37.25752258300781,14915700
2023-02-13,40.72999954223633,41.13999938964844,40.029998779296875,40.599998474121094,37.46977996826172,16244800
2023-02-14,42.279998779296875,42.75,41.25,41.54999923706055,38.34654235839844,59231000
2023-02-15,41.779998779296875,42.18000030517578,41.18000030517578,41.93000030517578,38.69724655151367,24571900
2023-02-16,41.650001525878906,42.59000015258789,41.369998931884766,42.400001525878906,39.13100814819336,21507400
2023-02-17,42.349998474121094,43.130001068115234,41.97999954223633,42.81999969482422,39.51862716674805,22363700
2023-02-22,42.79999923706055,42.810001373291016,41.65999984741211,41.7599983215332,38.54035186767578,11164100
2023-02-23,41.900001525878906,42.599998474121094,41.68000030517578,42.099998474121094,38.8541374206543,24147100
2023-02-24,41.36000061035156,41.529998779296875,40.2400016784668,40.47999954223633,38.10749816894531,12275400
2023-02-27,40.4900016784668,40.7400016784668,39.720001220703125,39.93000030517578,37.5897331237793,11236200
2023-02-28,40.13999938964844,40.790000915527344,39.900001525878906,40.29999923706055,37.938053131103516,16665100
2023-03-01,40.29999923706055,40.29999923706055,38.369998931884766,39.0,36.7142448425293,27264800
2023-03-02,39.0,39.08000183105469,37.369998931884766,37.43000030517578,35.23625946044922,17489300
2023-03-03,37.70000076293945,38.31999969482422,37.33000183105469,37.849998474121094,35.63164138793945,16858900
2023-03-06,37.869998931884766,39.0099983215332,37.869998931884766,38.709999084472656,36.44123840332031,10232600
2023-03-07,39.0,39.779998779296875,38.5,39.599998474121094,37.279075622558594,19313500
2023-03-08,39.70000076293945,40.380001068115234,39.56999969482422,40.0,37.655635833740234,13021300
2023-03-09,39.93000030517578,40.189998626708984,39.130001068115234,39.130001068115234,36.83662414550781,12388700
2023-03-10,39.0,39.060001373291016,38.02000045776367,38.38999938964844,36.13999557495117,12892900
2023-03-13,38.130001068115234,38.56999969482422,37.790000915527344,38.150001525878906,35.9140625,9140200
2023-03-14,37.91999816894531,38.13999938964844,37.22999954223633,37.5099983215332,35.640445709228516,11087400
2023-03-15,36.84000015258789,37.790000915527344,36.75,37.54999923706055,35.67844772338867,11569500
2023-03-16,37.66999816894531,38.15999984741211,37.29999923706055,37.95000076293945,36.05852127075195,12777800
2023-03-17,37.599998474121094,38.119998931884766,37.29999923706055,37.29999923706055,35.44091796875,21046700
2023-03-20,37.310001373291016,38.08000183105469,36.70000076293945,37.09000015258789,35.24138259887695,10493700
2023-03-21,37.310001373291016,37.77000045776367,37.279998779296875,37.529998779296875,35.65945053100586,8919400
2023-03-22,37.540000915527344,38.25,37.400001525878906,37.619998931884766,35.744964599609375,11859200
2023-03-23,37.720001220703125,38.13999938964844,36.779998779296875,37.209999084472656,35.35540008544922,11420400
2023-03-24,37.33000183105469,37.93000030517578,37.04999923706055,37.59000015258789,35.716461181640625,7940300
2023-03-27,37.97999954223633,38.150001525878906,37.43000030517578,37.61000061035156,35.73546600341797,6914400
2023-03-28,37.61000061035156,38.08000183105469,37.5099983215332,37.869998931884766,35.982505798339844,7944700
2023-03-29,38.040000915527344,38.43000030517578,37.650001525878906,38.310001373291016,36.40057373046875,7197800
2023-03-30,38.95000076293945,39.189998626708984,38.400001525878906,39.0099983215332,37.06568908691406,13147600
2023-03-31,39.15999984741211,39.52000045776367,38.56999969482422,39.11000061035156,37.16070556640625,8450100
2023-04-03,39.209999084472656,39.279998779296875,38.209999084472656,38.650001525878906,36.723636627197266,8960300
2023-04-04,38.900001525878906,39.47999954223633,38.72999954223633,39.290000915527344,37.331729888916016,8235800
2023-04-05,39.349998474121094,39.68000030517578,38.83000183105469,39.150001525878906,37.19871139526367,7766200
2023-04-06,39.2400016784668,39.34000015258789,38.849998474121094,39.02000045776367,37.075191497802734,6680900
2023-04-10,39.349998474121094,39.689998626708984,38.970001220703125,39.040000915527344,37.09419250488281,10958400
2023-04-11,39.29999923706055,40.130001068115234,39.25,39.939998626708984,37.94933319091797,13342900
2023-04-12,40.060001373291016,43.25,40.0099983215332,42.720001220703125,40.590782165527344,63971600
2023-04-13,42.63999938964844,43.38999938964844,42.400001525878906,42.70000076293945,40.57177734375,18396800
2023-04-14,42.619998931884766,43.4900016784668,42.150001525878906,43.43000030517578,41.265384674072266,21129000
2023-04-17,43.369998931884766,43.75,43.02000045776367,43.529998779296875,41.36040115356445,12049000
2023-04-18,43.54999923706055,43.66999816894531,43.029998779296875,43.61000061035156,41.43641662597656,8675300
2023-04-19,43.38999938964844,43.52000045776367,42.84000015258789,43.099998474121094,40.95183181762695,10504800
2023-04-20,42.97999954223633,43.599998474121094,42.709999084472656,43.5099983215332,41.34140396118164,10363100
2023-04-24,43.41999816894531,44.040000915527344,43.04999923706055,43.41999816894531,41.255889892578125,10259800
2023-04-25,43.0,43.33000183105469,42.72999954223633,43.02000045776367,40.87582015991211,11845600
