Date,AMBEV,ODONTOPREV,VIVO,PETROBRAS,BANCO DO BRASIL,BOVA
2020-01-02,19.200000762939453,17.010000228881836,48.2400016784668,30.700000762939453,53.79999923706055,114.23999786376953
2020-01-03,18.93000030517578,17.219999313354492,48.79999923706055,30.450000762939453,53.709999084472656,113.80000305175781
2020-01-06,19.020000457763672,17.09000015258789,48.33000183105469,30.809999465942383,53.0,112.58999633789062
2020-01-07,19.059999465942383,16.649999618530273,49.400001525878906,30.690000534057617,52.599998474121094,112.23999786376953
2020-01-08,18.969999313354492,16.700000762939453,49.900001525878906,30.5,52.119998931884766,111.94999694824219
2020-01-09,18.81999969482422,16.899999618530273,49.060001373291016,30.399999618530273,51.060001373291016,111.66000366210938
2020-01-10,18.889999389648438,16.700000762939453,50.279998779296875,30.270000457763672,49.86000061035156,111.27999877929688
2020-01-13,19.209999084472656,16.850000381469727,51.79999923706055,30.329999923706055,50.41999816894531,113.08000183105469
2020-01-14,19.100000381469727,17.25,52.939998626708984,30.0,50.150001525878906,113.31999969482422
2020-01-15,18.760000228881836,17.1299991607666,52.9900016784668,29.549999237060547,49.22999954223633,112.18000030517578
2020-01-16,18.700000762939453,17.31999969482422,53.9900016784668,29.520000457763672,49.45000076293945,112.3499984741211
2020-01-17,18.700000762939453,17.40999984741211,53.0,29.850000381469727,50.119998931884766,114.0999984741211
2020-01-20,18.799999237060547,18.299999237060547,53.0,30.0,49.79999923706055,114.41000366210938
2020-01-21,18.739999771118164,18.06999969482422,54.880001068115234,29.6200008392334,48.36000061035156,112.6500015258789
2020-01-22,19.049999237060547,18.389999389648438,53.5,29.290000915527344,48.7400016784668,114.0999984741211
2020-01-23,18.649999618530273,18.43000030517578,53.779998779296875,29.649999618530273,51.47999954223633,115.20999908447266
2020-01-24,18.989999771118164,18.34000015258789,54.29999923706055,29.299999237060547,50.79999923706055,114.0
2020-01-27,18.549999237060547,17.559999465942383,53.599998474121094,28.030000686645508,50.29999923706055,110.29000091552734
2020-01-28,18.799999237060547,17.75,53.939998626708984,28.799999237060547,50.709999084472656,112.30000305175781
2020-01-29,18.299999237060547,17.790000915527344,54.540000915527344,28.850000381469727,49.459999084472656,110.87999725341797
2020-01-30,18.34000015258789,17.68000030517578,52.790000915527344,28.940000534057617,49.79999923706055,111.19000244140625
2020-01-31,17.850000381469727,17.65999984741211,52.369998931884766,28.450000762939453,48.540000915527344,108.9000015258789
2020-02-03,17.59000015258789,17.649999618530273,53.060001373291016,28.18000030517578,48.779998779296875,110.41999816894531
2020-02-04,17.649999618530273,17.780000686645508,52.7599983215332,28.6299991607666,48.25,111.20999908447266
2020-02-05,17.25,17.799999237060547,52.41999816894531,28.389999389648438,50.400001525878906,111.7699966430664
2020-02-06,16.8700008392334,17.389999389648438,52.58000183105469,29.18000030517578,49.54999923706055,110.94999694824219
2020-02-07,16.920000076293945,16.799999237060547,51.900001525878906,28.93000030517578,49.599998474121094,109.3499984741211
2020-02-10,16.729999542236328,16.510000228881836,51.97999954223633,29.1299991607666,49.11000061035156,108.79000091552734
2020-02-11,16.799999237060547,16.34000015258789,52.900001525878906,29.479999542236328,51.31999969482422,111.30000305175781
2020-02-12,16.649999618530273,16.399999618530273,53.0,30.1299991607666,51.619998931884766,112.44999694824219
2020-02-13,16.270000457763672,16.43000030517578,54.15999984741211,29.719999313354492,50.81999969482422,110.9000015258789
2020-02-14,16.40999984741211,16.450000762939453,52.86000061035156,29.420000076293945,49.849998474121094,110.08000183105469
2020-02-17,16.600000381469727,16.75,53.02000045776367,29.360000610351562,49.099998474121094,110.80000305175781
2020-02-18,16.18000030517578,16.40999984741211,51.58000183105469,29.75,49.56999969482422,111.13999938964844
2020-02-19,16.1299991607666,16.649999618530273,51.869998931884766,30.549999237060547,49.689998626708984,112.08000183105469
2020-02-20,16.170000076293945,16.40999984741211,51.15999984741211,29.920000076293945,49.18000030517578,110.19999694824219
2020-02-21,16.25,16.3799991607666,52.59000015258789,29.139999389648438,49.220001220703125,109.44999694824219
2020-02-26,15.819999694824219,15.890000343322754,50.5,26.209999084472656,45.22999954223633,101.9000015258789
2020-02-27,14.5,15.699999809265137,48.060001373291016,25.299999237060547,45.790000915527344,99.19999694824219
2020-02-28,14.539999961853027,16.489999771118164,48.599998474121094,25.34000015258789,46.86000061035156,100.5999984741211
2020-03-02,14.720000267028809,16.530000686645508,51.400001525878906,26.530000686645508,47.150001525878906,102.98999786376953
2020-03-03,14.739999771118164,16.25,51.900001525878906,26.049999237060547,45.77000045776367,101.75
2020-03-04,15.3100004196167,16.200000762939453,53.66999816894531,26.889999389648438,45.81999969482422,103.0999984741211
2020-03-05,15.229999542236328,15.399999618530273,52.189998626708984,25.290000915527344,43.11000061035156,98.79000091552734
2020-03-06,15.319999694824219,15.199999809265137,51.13999938964844,22.829999923706055,42.29999923706055,94.4000015258789
2020-03-09,14.670000076293945,13.510000228881836,47.63999938964844,16.049999237060547,37.630001068115234,82.69999694824219
2020-03-10,14.420000076293945,15.010000228881836,53.5099983215332,17.559999465942383,39.61000061035156,88.62999725341797
2020-03-11,13.75,14.6899995803833,52.5,15.850000381469727,36.189998626708984,82.05999755859375
2020-03-12,11.579999923706055,13.470000267028809,48.900001525878906,12.600000381469727,31.25,70.0999984741211
2020-03-13,12.699999809265137,14.239999771118164,52.0099983215332,15.399999618530273,36.4900016784668,79.48999786376953
2020-03-16,11.029999732971191,14.229999542236328,48.72999954223633,13.09000015258789,30.399999618530273,68.4000015258789
2020-03-17,11.6899995803833,15.0600004196167,53.68000030517578,13.0,31.8700008392334,71.0
2020-03-18,11.1899995803833,14.0,52.9900016784668,11.289999961853027,26.610000610351562,65.01000213623047
2020-03-19,11.699999809265137,13.920000076293945,56.7400016784668,12.210000038146973,25.56999969482422,65.0
2020-03-20,12.050000190734863,13.0,50.52000045776367,12.0,24.600000381469727,64.7699966430664
2020-03-23,11.510000228881836,13.079999923706055,46.58000183105469,11.5,22.1299991607666,61.13999938964844
2020-03-24,11.289999961853027,13.619999885559082,46.61000061035156,13.25,25.920000076293945,67.4000015258789
2020-03-25,11.649999618530273,14.5,47.09000015258789,14.319999694824219,29.030000686645508,71.7300033569336
2020-03-26,12.800000190734863,14.819999694824219,48.970001220703125,14.390000343322754,30.489999771118164,74.56999969482422
2020-03-27,12.489999771118164,14.850000381469727,48.08000183105469,13.300000190734863,28.239999771118164,70.22000122070312
2020-03-30,12.550000190734863,14.050000190734863,49.0,13.380000114440918,28.989999771118164,71.97000122070312
2020-03-31,11.920000076293945,14.479999542236328,50.599998474121094,13.989999771118164,27.889999389648438,69.3499984741211
2020-04-01,11.6899995803833,14.760000228881836,50.099998474121094,14.300000190734863,26.709999084472656,68.18000030517578
2020-04-02,11.989999771118164,14.949999809265137,50.599998474121094,15.510000228881836,27.020000457763672,69.62999725341797
2020-04-03,11.390000343322754,14.949999809265137,49.90999984741211,15.34000015258789,25.5,66.9000015258789
2020-04-06,11.859999656677246,14.279999732971191,52.13999938964844,15.770000457763672,27.860000610351562,71.56999969482422
2020-04-07,12.40999984741211,13.460000038146973,51.79999923706055,16.399999618530273,29.170000076293945,73.51000213623047
2020-04-08,12.3100004196167,14.289999961853027,51.900001525878906,17.31999969482422,29.729999542236328,75.7300033569336
2020-04-09,12.100000381469727,14.140000343322754,50.86000061035156,16.81999969482422,29.649999618530273,74.87000274658203
2020-04-13,12.100000381469727,14.1899995803833,51.9900016784668,16.93000030517578,30.239999771118164,75.95999908447266
2020-04-14,12.09000015258789,15.010000228881836,51.15999984741211,16.729999542236328,30.209999084472656,76.8499984741211
2020-04-15,11.90999984741211,15.0,51.20000076293945,16.3799991607666,29.649999618530273,76.05000305175781
2020-04-16,11.449999809265137,14.329999923706055,49.400001525878906,15.720000267028809,28.799999237060547,74.93000030517578
2020-04-17,11.600000381469727,14.5,48.290000915527344,16.1299991607666,29.579999923706055,76.0
2020-04-20,11.609999656677246,14.850000381469727,48.209999084472656,15.949999809265137,28.989999771118164,75.66000366210938
2020-04-22,11.619999885559082,15.359999656677246,49.20000076293945,16.75,28.860000610351562,77.69999694824219
2020-04-23,11.550000190734863,15.300000190734863,49.279998779296875,16.950000762939453,28.049999237060547,76.6500015258789
2020-04-24,11.109999656677246,15.149999618530273,46.38999938964844,15.949999809265137,24.299999237060547,72.41000366210938
2020-04-27,11.609999656677246,15.359999656677246,47.4900016784668,16.450000762939453,25.690000534057617,75.29000091552734
2020-04-28,11.699999809265137,16.299999237060547,47.0,17.25,29.139999389648438,78.30000305175781
2020-04-29,11.670000076293945,16.0,46.72999954223633,18.200000762939453,29.559999465942383,80.18000030517578
2020-04-30,11.34000015258789,15.0,46.400001525878906,18.049999237060547,28.5,77.20999908447266
2020-05-04,11.760000228881836,14.800000190734863,48.86000061035156,17.3799991607666,27.760000228881836,76.0999984741211
2020-05-05,11.9399995803833,14.869999885559082,49.79999923706055,17.940000534057617,27.799999237060547,76.54000091552734
2020-05-06,11.829999923706055,14.850000381469727,49.599998474121094,17.280000686645508,26.989999771118164,76.19999694824219
2020-05-07,11.539999961853027,14.859999656677246,43.470001220703125,17.440000534057617,26.260000228881836,75.4000015258789
2020-05-08,12.039999961853027,14.979999542236328,48.439998626708984,18.479999542236328,27.100000381469727,77.43000030517578
2020-05-11,11.9399995803833,15.300000190734863,47.279998779296875,18.149999618530273,27.270000457763672,76.13999938964844
2020-05-12,11.720000267028809,14.829999923706055,46.630001068115234,18.139999389648438,26.309999465942383,75.0
2020-05-13,11.260000228881836,14.050000190734863,47.20000076293945,17.59000015258789,25.549999237060547,75.1500015258789
2020-05-14,11.739999771118164,13.640000343322754,47.47999954223633,17.399999618530273,26.649999618530273,76.25
2020-05-15,11.640000343322754,13.670000076293945,46.099998474121094,17.149999618530273,26.149999618530273,74.55999755859375
2020-05-18,12.100000381469727,13.869999885559082,47.66999816894531,18.540000915527344,27.399999618530273,78.02999877929688
2020-05-19,11.9399995803833,13.300000190734863,46.5,18.68000030517578,26.65999984741211,77.6500015258789
2020-05-20,12.140000343322754,13.300000190734863,47.09000015258789,19.299999237060547,27.329999923706055,78.44999694824219
2020-05-21,11.880000114440918,13.5,47.220001220703125,19.190000534057617,29.260000228881836,79.97000122070312
2020-05-22,11.739999771118164,13.520000457763672,47.400001525878906,18.670000076293945,28.510000228881836,79.94000244140625
2020-05-25,12.270000457763672,13.3100004196167,48.27000045776367,19.479999542236328,31.5,82.5999984741211
2020-05-26,12.529999732971191,13.819999694824219,48.68000030517578,19.670000076293945,30.790000915527344,82.44999694824219
2020-05-27,13.380000114440918,13.720000267028809,48.56999969482422,19.93000030517578,30.899999618530273,84.68000030517578
2020-05-28,12.819999694824219,14.229999542236328,48.040000915527344,19.770000457763672,30.790000915527344,83.6500015258789
2020-05-29,12.479999542236328,13.470000267028809,46.81999969482422,20.34000015258789,30.84000015258789,84.1500015258789
2020-06-01,12.600000381469727,13.520000457763672,47.65999984741211,20.329999923706055,31.799999237060547,85.33000183105469
2020-06-02,12.970000267028809,14.600000381469727,48.18000030517578,21.399999618530273,32.81999969482422,87.77999877929688
2020-06-03,13.25,14.920000076293945,47.0,21.469999313354492,34.75,89.37000274658203
2020-06-04,13.380000114440918,14.75,47.38999938964844,21.43000030517578,34.939998626708984,90.30999755859375
2020-06-05,14.050000190734863,14.649999618530273,47.93000030517578,22.100000381469727,35.20000076293945,91.05000305175781
2020-06-08,14.600000381469727,14.779999732971191,48.83000183105469,22.530000686645508,36.38999938964844,93.94999694824219
2020-06-09,14.319999694824219,14.710000038146973,48.79999923706055,21.719999313354492,35.790000915527344,92.94999694824219
2020-06-10,13.960000038146973,14.449999809265137,49.709999084472656,21.399999618530273,34.209999084472656,91.16999816894531
2020-06-12,13.569999694824219,13.989999771118164,49.95000076293945,20.600000381469727,33.349998474121094,89.25
2020-06-15,13.430000305175781,13.8100004196167,48.400001525878906,20.700000762939453,33.06999969482422,89.06999969482422
2020-06-16,13.260000228881836,13.890000343322754,49.2599983215332,21.3700008392334,33.5,90.0
2020-06-17,13.770000457763672,14.220000267028809,49.529998779296875,21.440000534057617,34.5,91.94999694824219
2020-06-18,13.680000305175781,14.039999961853027,50.4900016784668,21.600000381469727,34.400001525878906,92.62999725341797
2020-06-19,13.84000015258789,14.119999885559082,50.95000076293945,21.469999313354492,33.939998626708984,92.63999938964844
2020-06-22,14.109999656677246,14.199999809265137,49.790000915527344,20.950000762939453,33.2400016784668,91.75
2020-06-23,13.930000305175781,14.319999694824219,49.2400016784668,21.649999618530273,33.529998779296875,92.26000213623047
2020-06-24,13.680000305175781,14.59000015258789,48.63999938964844,21.0,32.220001220703125,90.7699966430664
2020-06-25,14.180000305175781,14.420000076293945,49.560001373291016,21.469999313354492,33.0099983215332,92.38999938964844
2020-06-26,13.949999809265137,14.079999923706055,48.65999984741211,20.84000015258789,31.81999969482422,90.22000122070312
2020-06-29,14.260000228881836,14.5,48.18000030517578,21.65999984741211,33.439998626708984,92.30000305175781
2020-06-30,14.140000343322754,14.229999542236328,48.400001525878906,21.549999237060547,32.150001525878906,91.62000274658203
2020-07-01,14.359999656677246,14.430000305175781,47.900001525878906,21.709999084472656,33.06999969482422,92.68000030517578
2020-07-02,14.170000076293945,14.369999885559082,48.13999938964844,22.059999465942383,33.15999984741211,92.5
2020-07-03,14.140000343322754,14.279999732971191,48.91999816894531,21.979999542236328,33.5,93.19000244140625
2020-07-06,14.359999656677246,14.390000343322754,48.77000045776367,22.510000228881836,34.66999816894531,95.30999755859375
2020-07-07,14.449999809265137,14.399999618530273,48.4900016784668,22.229999542236328,33.279998779296875,94.0999984741211
2020-07-08,14.710000038146973,15.010000228881836,48.79999923706055,22.649999618530273,34.09000015258789,96.0999984741211
2020-07-09,14.640000343322754,15.0,49.880001068115234,22.139999389648438,33.959999084472656,95.41000366210938
2020-07-10,14.850000381469727,14.729999542236328,48.9900016784668,22.510000228881836,34.13999938964844,96.33999633789062
2020-07-13,14.0,14.800000190734863,48.36000061035156,22.15999984741211,33.79999923706055,95.05000305175781
2020-07-14,13.90999984741211,14.470000267028809,47.900001525878906,22.899999618530273,34.349998474121094,96.5999984741211
2020-07-15,14.289999961853027,14.569999694824219,48.70000076293945,23.34000015258789,34.689998626708984,98.02999877929688
2020-07-16,14.050000190734863,14.609999656677246,49.900001525878906,22.719999313354492,34.400001525878906,96.81999969482422
2020-07-17,14.15999984741211,14.449999809265137,50.540000915527344,22.739999771118164,35.459999084472656,99.12999725341797
2020-07-20,14.119999885559082,14.65999984741211,53.38999938964844,22.739999771118164,35.31999969482422,100.5
2020-07-21,14.680000305175781,14.529999732971191,52.70000076293945,23.3700008392334,35.4900016784668,100.29000091552734
2020-07-22,14.710000038146973,14.369999885559082,51.56999969482422,23.049999237060547,35.20000076293945,100.37999725341797
2020-07-23,14.399999618530273,14.550000190734863,49.77000045776367,22.56999969482422,34.349998474121094,98.4000015258789
2020-07-24,14.930000305175781,14.4399995803833,49.400001525878906,22.729999542236328,33.95000076293945,98.58999633789062
2020-07-27,15.279999732971191,14.699999809265137,50.79999923706055,23.200000762939453,34.90999984741211,100.45999908447266
2020-07-28,15.09000015258789,14.460000038146973,51.0,22.799999237060547,35.029998779296875,100.05000305175781
2020-07-29,15.149999618530273,14.649999618530273,50.5,23.170000076293945,35.95000076293945,101.4800033569336
2020-07-30,14.550000190734863,14.300000190734863,51.29999923706055,22.81999969482422,34.79999923706055,101.30999755859375
2020-07-31,13.899999618530273,13.819999694824219,52.560001373291016,22.200000762939453,33.58000183105469,99.29000091552734
2020-08-03,13.710000038146973,13.5,51.400001525878906,21.799999237060547,34.349998474121094,99.19999694824219
2020-08-04,13.399999618530273,13.149999618530273,50.630001068115234,21.780000686645508,33.29999923706055,97.5999984741211
2020-08-05,13.180000305175781,13.5,50.04999923706055,23.18000030517578,33.33000183105469,98.98999786376953
2020-08-06,13.260000228881836,13.539999961853027,51.31999969482422,23.219999313354492,34.349998474121094,100.16999816894531
2020-08-07,13.3100004196167,13.479999542236328,50.70000076293945,22.790000915527344,34.11000061035156,98.83000183105469
2020-08-10,13.239999771118164,13.510000228881836,51.90999984741211,23.450000762939453,34.43000030517578,99.54000091552734
2020-08-11,13.40999984741211,13.569999694824219,50.9900016784668,23.079999923706055,33.93000030517578,98.19999694824219
2020-08-12,13.479999542236328,13.34000015258789,49.5,23.479999542236328,33.75,98.33000183105469
2020-08-13,13.210000038146973,13.350000381469727,49.47999954223633,22.84000015258789,33.06999969482422,96.51000213623047
2020-08-14,13.260000228881836,13.350000381469727,50.25,22.670000076293945,33.18000030517578,97.47000122070312
2020-08-17,12.850000381469727,13.079999923706055,49.189998626708984,22.600000381469727,32.33000183105469,95.83000183105469
2020-08-18,13.079999923706055,13.210000038146973,50.0,23.020000457763672,32.77000045776367,98.25
2020-08-19,12.850000381469727,13.25,49.56999969482422,22.889999389648438,32.619998931884766,97.0
2020-08-20,12.880000114440918,13.029999732971191,49.790000915527344,22.729999542236328,32.650001525878906,97.66999816894531
2020-08-21,12.970000267028809,13.239999771118164,49.41999816894531,22.559999465942383,32.95000076293945,97.5999984741211
2020-08-24,12.859999656677246,13.09000015258789,50.0,22.969999313354492,33.45000076293945,98.5
2020-08-25,12.75,13.149999618530273,50.0,22.8700008392334,33.25,98.3499984741211
2020-08-26,12.699999809265137,13.100000381469727,49.29999923706055,22.219999313354492,32.45000076293945,96.62999725341797
2020-08-27,12.680000305175781,12.8100004196167,49.279998779296875,22.149999618530273,32.75,96.87000274658203
2020-08-28,12.75,13.020000457763672,49.689998626708984,22.540000915527344,33.38999938964844,98.30000305175781
2020-08-31,12.3100004196167,12.8100004196167,48.5,21.889999389648438,32.650001525878906,95.69999694824219
